"closed_date","county_name","facility_address","facility_administrator","facility_capacity","facility_city","facility_name","facility_number","facility_state","facility_status","facility_telephone_number","facility_type","facility_zip","file_date","license_first_date","licensee","regional_office"
"","ALAMEDA","5815 THORNHILL DRIVE","JOLIE MCRAE","30","OAKLAND","MONTCLAIR COMMUNITY PLAY CENTER","10216398","CA","LICENSED","(510) 339-7213","DAY CARE CENTER","94611","5252025","1994-10-18T00:00:00","MONTCLAIR COMMUNITY PLAY CENTER","2"
"","ALAMEDA","39450 ROYAL PALM DRIVE","AMIRYAR, NADIA","50","FREMONT","BAY AREA CHILD CARE - AZEVADA","10216413","CA","LICENSED","(510) 651-7041","SCHOOL AGE DAY CARE CENTER","94538","5252025","1994-11-08T00:00:00","BAY AREA CHILD CARE","52"
"","ALAMEDA","5725 VALLEY AVENUE","ESTHER MARISCAL","89","PLEASANTON","LA PETITE ACADEMY - PLEASANTON","10216514","CA","LICENSED","(925) 462-7844","DAY CARE CENTER","94566","5252025","1995-01-03T00:00:00","LA PETITE ACADEMY, INC.","52"
"","ALAMEDA","5725 VALLEY AVENUE","ESTHER MARISCAL","24","PLEASANTON","LA PETITE ACADEMY - PLEASANTON","10216515","CA","LICENSED","(925) 462-7844","INFANT CENTER","94566","5252025","1995-01-03T00:00:00","LA PETITE ACADEMY, INC.","52"
"","ALAMEDA","5725 VALLEY AVENUE","ESTHER MARISCAL","30","PLEASANTON","LA PETITE ACADEMY - PLEASANTON","10216516","CA","LICENSED","(925) 462-7844","SCHOOL AGE DAY CARE CENTER","94566","5252025","1995-01-03T00:00:00","LA PETITE ACADEMY, INC.","52"
"","ALAMEDA","3432 CHRISTENSEN LANE","THOMAS, RALPH","60","CASTRO VALLEY","KIDS CARE PLUS - CHABOT","10216558","CA","LICENSED","(510) 538-0461","SCHOOL AGE DAY CARE CENTER","94546","5252025","1995-03-03T00:00:00","KIDS CARE PLUS","52"
"","ALAMEDA","8755 FONTAINE STREET","HANNAH, RICKIE","20","OAKLAND","OUSD - OAKLAND ACADEMY OF KNOWLEDGE PRESCHOOL","10216579","CA","LICENSED","(510) 639-3262","DAY CARE CENTER","94605","5252025","1995-01-17T00:00:00","OAKLAND UNIFIED SCHOOL DISTRICT","2"
"","ALAMEDA","2727 COLLEGE","TAYLOR, T. & BROWN, E.","30","BERKELEY","MONTEVERDE SCHOOL, THE","10216686","CA","LICENSED","(510) 848-3313","DAY CARE CENTER","94705","5252025","1995-04-11T00:00:00","MONTEVERDE SCHOOL, INC.","2"
"","ALAMEDA","5100 BRANNIGAN STREET","SHASHI LAL","231","DUBLIN","SPRINGFIELD MONTESSORI SCHOOL - DUBLIN","13406853","CA","LICENSED","(925) 828-5102","DAY CARE CENTER","94568","5252025","2010-04-30T00:00:00","SPRINGFIELD MONTESSORI SCHOOL","52"
"","ALAMEDA","2563 INTERNATIONAL BLVD","ROSELYN LY","34","OAKLAND","OAKLAND HEAD START - SUNGATE","13410064","CA","LICENSED","(510) 535-5649","DAY CARE CENTER","94601","5252025","1995-06-02T00:00:00","CITY OF OAKLAND","2"
"","ALAMEDA","2830 TENTH ST.","BURNETT, CHAUNCEY","100","BERKELEY","ECOLE BILINGUE DE BERKELEY PRESCHOOL","13410074","CA","LICENSED","(510) 549-3867","DAY CARE CENTER","94710","5252025","1995-08-08T00:00:00","ECOLE BILINGUE PRESCHOOL","2"
"","ALAMEDA","394 ADAMS STREET","DAVIS, DIANA","42","OAKLAND","BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.","13411080","CA","LICENSED","(510) 763-9337","DAY CARE CENTER","94610","5252025","1995-08-28T00:00:00","BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.","2"
"2020-06-12T00:00:00","ALAMEDA","""500 ""E"" STREET""","HALL-SEVILLA, NATASHA","30","UNION CITY","CFCS HEAD START - DECOTO PLAZA","13411098","CA","CLOSED","(510) 489-8211","DAY CARE CENTER","94587","5252025","1995-10-19T00:00:00","CFCS HEAD START PROGRAM, INC.","52"
"","ALAMEDA","37141 2ND STREET","WINKLEY, LINDY","160","FREMONT","ADVENTURE TIME - NILES","13411129","CA","LICENSED","(510) 797-4806","SCHOOL AGE DAY CARE CENTER","94536","5252025","1995-10-04T00:00:00","TULLER CORPORATION","52"
"","ALAMEDA","20001 CARSON LANE","JESSICA ANDREWS","90","CASTRO VALLEY","ADVENTURE TIME - JENSEN RANCH","13411130","CA","LICENSED","(510) 728-9933","SCHOOL AGE DAY CARE CENTER","94552","5252025","1995-09-11T00:00:00","TULLER CORPORATION","52"
"","ALAMEDA","4180 ALDER AVENUE","MOGADDEDI, MALALAY","50","FREMONT","BAY AREA CHILD CARE - OLIVEIRA CENTER","13411163","CA","LICENSED","(510) 797-8613","SCHOOL AGE DAY CARE CENTER","94536","5252025","1995-09-11T00:00:00","BAY AREA CHILD CARE","52"
"","ALAMEDA","1433 SAN ANTONIO AVENUE","GLENDINNING, SANDRA","70","ALAMEDA","ALAMEDA ISLAND KIDS AT FRANKLIN SCHOOL","13411178","CA","LICENSED","(510) 521-0121","SCHOOL AGE DAY CARE CENTER","94501","5252025","1995-09-21T00:00:00","GIRLS INC. OF THE ISLAND CITY","2"
"2021-10-11T00:00:00","ALAMEDA","311 MACARTHUR BOULEVARD","WHITE, TARYA","37","SAN LEANDRO","STEPPING STONES GROWTH CENTER","13411188","CA","CLOSED","(510) 568-3331","SCHOOL AGE DAY CARE CENTER","94577","5252025","1995-11-16T00:00:00","STEPPING STONES GROWTH CENTER","52"
"","ALAMEDA","625 BERRY AVENUE","EBONY JOHNSON","32","HAYWARD","KIDANGO-GLEN BERRY CHILD DEVELOPMENT CENTER","13411214","CA","LICENSED","(510) 907-1542","DAY CARE CENTER","94541","5252025","1995-10-31T00:00:00","KIDANGO, INC.","52"
"","ALAMEDA","19600 CULL CANYON ROAD","DARRIN, COLLEEN","60","CASTRO VALLEY","KIDS CARE PLUS - PRIMETIME AT CANYON MIDDLE SCHOOL","13411228","CA","LICENSED","(510) 538-8351","SCHOOL AGE DAY CARE CENTER","94546","5252025","1996-04-23T00:00:00","KIDS CARE PLUS","52"
"","ALAMEDA","3750 BOULDER STREET","ELIZABETH VILLARREAL","122","PLEASANTON","QUARRY LANE SCHOOL, THE","13411303","CA","LICENSED","(925) 846-9400","DAY CARE CENTER","94566","5252025","1996-01-30T00:00:00","QUARRY LANE SCHOOL, INC., THE","52"
"","ALAMEDA","3750 BOULDER STREET","ELIZABETH VILLARREAL","104","PLEASANTON","QUARRY LANE SCHOOL, THE","13411304","CA","LICENSED","(925) 846-9400","SCHOOL AGE DAY CARE CENTER","94566","5252025","1996-01-30T00:00:00","QUARRY LANE SCHOOL, INC., THE","52"
"","ALAMEDA","3750 BOULDER STREET","ELIZABETH VILLARREAL","33","PLEASANTON","QUARRY LANE SCHOOL, THE","13411305","CA","LICENSED","(925) 846-9400","INFANT CENTER","94566","5252025","1996-01-30T00:00:00","QUARRY LANE SCHOOL, INC., THE","52"
"","ALAMEDA","22584 SOUTH GARDEN AVENUE","DARBY, ANGELA","45","HAYWARD","SUPPORTING FUTURE GROWTH #7","13411335","CA","LICENSED","(510) 780-9120","DAY CARE CENTER","94541","5252025","1996-01-03T00:00:00","SUPPORTING FUTURE GROWTH CDC, INC.","52"
"2022-08-04T00:00:00","ALAMEDA","1216 SOLANO AVENUE","KIMBERLY YAMATO","66","ALBANY","KIDS CLUB YMCA","13411362","CA","CLOSED","(510) 524-9737","SCHOOL AGE DAY CARE CENTER","94706","5252025","1996-04-03T00:00:00","YMCA OF THE EAST BAY","2"
"","ALAMEDA","1525 BAY STREET","ZIMMERMAN, KAREN","30","ALAMEDA","ABC PRESCHOOL","13411388","CA","LICENSED","(510) 521-6488","DAY CARE CENTER","94501","5252025","1996-05-28T00:00:00","E.Z. PLUS CORPORATION","2"
"2022-06-15T00:00:00","ALAMEDA","1422 SAN PABLO AVENUE","CARLOTA HERNANDEZ DE CRUZ","37","BERKELEY","BERKELEY YMCA HEAD START - OCEAN VIEW","13411435","CA","CLOSED","(510) 559-2090","DAY CARE CENTER","94702","5252025","1996-03-07T00:00:00","YMCA OF THE EAST BAY","2"
"","ALAMEDA","1699 ORCHARD AVENUE","CALCAGNO, SHERRY","39","SAN LEANDRO","NOAH'S ARK PRESCHOOL","13411568","CA","LICENSED","(510) 483-3610","DAY CARE CENTER","94577","5252025","1996-07-24T00:00:00","CHRISTIAN LIFE CHURCH","52"
"2022-03-17T00:00:00","ALAMEDA","650 ALMA STREET","LETICIA PINN","30","OAKLAND","WEE LI'L PEOPLE PRESCHOOL","13411693","CA","CLOSED","(510) 433-0288","DAY CARE CENTER","94610","5252025","1996-10-11T00:00:00","WEE LIL PEOPLE PRESCHOOL INC.","2"
"","ALAMEDA","25555 HESPERIAN BOULEVARD","GARNETT, YOLANDA","120","HAYWARD","CHABOT COLLEGE, CHILDREN'S CENTER","13411745","CA","LICENSED","(510) 723-6684","DAY CARE CENTER","94545","5252025","1996-09-13T00:00:00","FOUNDATION FOR CHABOT-LAS POSITAS CC DISTRICT, THE","52"
"","ALAMEDA","25555 HESPERIAN BOULEVARD","GARNETT, YOLANDA","16","HAYWARD","CHABOT COLLEGE, CHILDREN'S CENTER (INFANT)","13411746","CA","INACTIVE","(510) 723-6684","INFANT CENTER","94545","5252025","1996-09-13T00:00:00","CHABOT COLLEGE","52"
"","ALAMEDA","6009 COLBY STREET","DURAND, CARMEN","24","OAKLAND","GIGGLES","13412010","CA","LICENSED","(510) 601-6526","DAY CARE CENTER","94618","5252025","1997-02-21T00:00:00","GIGGLES, INC.","2"
"","ALAMEDA","4150 DORMAN ROAD","NORMA CASTENADA","30","PLEASANTON","CAPE - HEAD START - HILL 'N DALE PRESCHOOL","13412137","CA","LICENSED","(925) 426-8341","DAY CARE CENTER","94588","5252025","1997-05-29T00:00:00","C.A.P.E., INC.","52"
"","ALAMEDA","10700 MACARTHUR BLVD # 10","GLORIA SPANN-LESLIE","70","OAKLAND","FOOTHILL SQUARE CHILD DEVELOPMENT CENTER","13412308","CA","LICENSED","(510) 553-9926","DAY CARE CENTER","94605","5252025","1997-07-03T00:00:00","SPANISH SPEAKING UNITY COUNCIL OF ALAMEDA CO.,INC.","2"
"","ALAMEDA","10700 MACARTHUR BOULDVARD #10","GLORIA SPANN-LESLIE","16","OAKLAND","FOOTHILL SQUARE CHILD DEVELOPMENT CENTER","13412309","CA","LICENSED","(510) 562-4468","INFANT CENTER","94605","5252025","1997-07-03T00:00:00","SPANISH SPEAKING UNITY COUNCIL OF ALAMEDA CO.,INC.","2"
"","ALAMEDA","14300 BANCROFT AVENUE","POE, SHELLY","68","SAN LEANDRO","DAVIS STREET AT JEFFERSON","13412358","CA","LICENSED","(510) 483-3637","DAY CARE CENTER","94578","5252025","1997-12-18T00:00:00","DAVIS STREET COMMUNITY CENTER, INC.","52"
"2023-07-14T00:00:00","ALAMEDA","14300 BANCROFT AVENUE","LANGHAM, SHEILA","45","SAN LEANDRO","DAVIS STREET AT JEFFERSON","13412359","CA","CLOSED","(510) 483-3674","SCHOOL AGE DAY CARE CENTER","94578","5252025","1997-12-18T00:00:00","DAVIS STREET COMMUNITY CENTER, INC.","52"
"2024-02-15T00:00:00","ALAMEDA","4209 BAINE AVENUE","MATICHAK, LYSA","85","FREMONT","MONTESSORI SCHOOL OF CENTERVILLE","13412388","CA","CLOSED","(510) 797-9944","DAY CARE CENTER","94536","5252025","1997-08-28T00:00:00","THURAIRATNAM, ELIZABETH","52"
"","ALAMEDA","35487 DUMBARTON COURT","SEN, MINAKSHI","168","NEWARK","CHALLENGER SCHOOL","13412399","CA","LICENSED","(510) 739-0300","DAY CARE CENTER","94560","5252025","1997-08-29T00:00:00","CHALLENGER SCHOOL INC.","52"
"","ALAMEDA","7997 VOMAC ROAD","SINCLAIR, VANESSA","150","DUBLIN","EXTENDED DAY CHILD CARE - DUBLIN ELEMENTARY","13412413","CA","LICENSED","(925) 551-8170","SCHOOL AGE DAY CARE CENTER","94568","5252025","1997-09-03T00:00:00","EXTENDED DAY CHILD CARE, INC.","52"
"","ALAMEDA","4620 MATTOS DRIVE","PITRUZZELLO, HEATHER","115","FREMONT","ADVENTURE TIME - GLENMOOR","13412462","CA","LICENSED","(510) 744-0772","SCHOOL AGE DAY CARE CENTER","94536","5252025","1997-10-10T00:00:00","TULLER CORPORATION, THE","52"
"","ALAMEDA","169 - 14TH STREET","LEE, WILLIAM","48","OAKLAND","LITTLE STARS PRESCHOOL","13412488","CA","LICENSED","(510) 286-9800","DAY CARE CENTER","94612","5252025","1997-11-03T00:00:00","SEVEN STARS INVESTMENT CORPORATION","2"
"","ALAMEDA","169 - 14TH STREET","LEE, WILLIAM","5","OAKLAND","LITTLE STARS PRESCHOOL","13412489","CA","LICENSED","(510) 286-9800","SCHOOL AGE DAY CARE CENTER","94612","5252025","1997-11-03T00:00:00","SEVEN STARS INVESTMENT CORPORATION","2"
"","ALAMEDA","38700 PASEO PADRE PARKWAY","GEMIGNANI-STEARNS, IDA","126","FREMONT","KINDERCARE LEARNING CENTER","13412601","CA","LICENSED","(510) 796-0888","DAY CARE CENTER","94536","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","38700 PASEO PADRE PARKWAY","GEMIGNANI-STEARNS, IDA","32","FREMONT","KINDERCARE LEARNING CENTER","13412603","CA","LICENSED","(510) 796-0888","INFANT CENTER","94536","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","3760 BROCKTON DRIVE","LINDSAY ANDERSON","96","PLEASANTON","KINDERCARE LEARNING CENTER","13412605","CA","LICENSED","(925) 846-1240","DAY CARE CENTER","94588","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"2024-02-15T00:00:00","ALAMEDA","3760 BROCKTON DRIVE","TYWANDA BENNETT","24","PLEASANTON","KINDERCARE LEARNING CENTER","13412606","CA","CLOSED","(925) 846-1240","SCHOOL AGE DAY CARE CENTER","94588","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","3760 BROCKTON DRIVE","ANDERSON, LINDSAY","36","PLEASANTON","KINDERCARE LEARNING CENTER","13412607","CA","LICENSED","(925) 846-1240","INFANT CENTER","94588","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","4655 LASSEN ROAD","MOLLY GALANDI","72","LIVERMORE","KINDERCARE LEARNING CENTER","13412608","CA","LICENSED","(925) 455-1560","DAY CARE CENTER","94550","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"2023-10-26T00:00:00","ALAMEDA","4655 LASSEN ROAD","JAMIE CZELUSNIAK","48","LIVERMORE","KINDERCARE LEARNING CENTER","13412609","CA","CLOSED","(925) 455-1560","SCHOOL AGE DAY CARE CENTER","94550","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","4655 LASSEN ROAD","MOLLY GALANDI","36","LIVERMORE","KINDERCARE LEARNING CENTER","13412610","CA","LICENSED","(925) 455-1560","INFANT CENTER","94550","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","52"
"","ALAMEDA","33170 LAKE MEAD DRIVE","SALVADOR, LULETTE","110","FREMONT","MONTESSORI CHILDREN'S CENTER","13412618","CA","LICENSED","(510) 489-7510","DAY CARE CENTER","94555","5252025","1998-04-15T00:00:00","MONTESSORI MANAGEMENT LLC","52"
"","ALAMEDA","33170 LAKE MEAD DRIVE","SALVADOR, LULETTE","20","FREMONT","MONTESSORI CHILDREN'S CENTER","13412619","CA","LICENSED","(510) 489-7510","INFANT CENTER","94555","5252025","1998-04-15T00:00:00","MONTESSORI MANAGEMENT LLC","52"
"","ALAMEDA","2155 NORTH LOOP ROAD","BALLANCE, PATRICIA","81","ALAMEDA","KINDERCARE LEARNING CENTER, #1335","13412625","CA","LICENSED","(510) 521-3227","DAY CARE CENTER","94502","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","2"
"","ALAMEDA","2155 NORTH LOOP RD","BALLANCE, PATRICIA","24","ALAMEDA","KINDERCARE LEARNING CENTER, #1335","13412627","CA","LICENSED","(510) 521-3227","INFANT CENTER","94502","5252025","1997-11-18T00:00:00","KINDERCARE LEARNING CENTERS LLC","2"
"2021-10-22T00:00:00","ALAMEDA","111 GRAND AVENUE","JONES, VANESSA","36","OAKLAND","SMALL TRANS DEPOT - HONEYBEE","13412676","CA","CLOSED","(510) 286-5130","INFANT CENTER","94612","5252025","1998-04-30T00:00:00","SPENCER, JUELEAH E./HAMILTON MARY","2"
"","ALAMEDA","842 KEY ROUTE BOULEVARD","UTE DAWE","30","ALBANY","BAY AREA KINDER STUBE","13412710","CA","LICENSED","(510) 525-3105","DAY CARE CENTER","94706","5252025","1998-04-06T00:00:00","BAY AREA KINDER STUBE","2"
"","ALAMEDA","37371 FILBERT STREET","DO, BICHNGAN","56","NEWARK","DIVERSITY CHILDREN'S CENTER","13412740","CA","LICENSED","(510) 797-7190","DAY CARE CENTER","94560","5252025","1998-03-24T00:00:00","DO, BICHNGAN","52"
"2022-02-11T00:00:00","ALAMEDA","951 PALISADE","GARNETT, YOLANDA","31","HAYWARD","YMCA OF THE EAST BAY Y-KIDS INFANT/TODDLER EDEN IT","13412851","CA","CLOSED","(510) 247-8289","INFANT CENTER","94542","5252025","1998-06-04T00:00:00","YMCA OF THE EAST BAY","52"
"","ALAMEDA","155 WASHINGTON BOULEVARD","NEUMILLER, LINDSAY","141","FREMONT","MONTESSORI SCHOOL OF FREMONT","13412901","CA","LICENSED","(510) 490-0919","DAY CARE CENTER","94539","5252025","1998-10-02T00:00:00","FREMONT MONTESSORI SCHOOL, INC.","52"
"","ALAMEDA","38000 CAMDEN STREET","R","53","FREMONT","NURTUREKIDS MONTESSORI, PRESCHOOL & EXTENDED CARE","13413922","CA","LICENSED","(510) 797-2222","DAY CARE CENTER","94536","5252025","1998-07-31T00:00:00","SUNSHINE KIDS, INC.","52"
"","ALAMEDA","38000 CAMDEN STREET","RELAN, SHASHI","23","FREMONT","NURTUREKIDS MONTESSORI, PRESCHOOL & EXTENDED CARE","13413923","CA","LICENSED","(510) 797-2222","SCHOOL AGE DAY CARE CENTER","94536","5252025","1998-07-31T00:00:00","SUNSHINE KIDS, INC.","52"
"","ALAMEDA","4455 DEL VALLE PARKWAY","MCINTOSH, KELLY","76","PLEASANTON","SHINING LIGHT PRESCHOOL","13413946","CA","LICENSED","(925) 846-2588","DAY CARE CENTER","94566","5252025","1998-09-17T00:00:00","VALLEY COMMUNITY CHURCH OF PLEASANTON","52"
"","ALAMEDA","27679 MELBOURNE AVENUE","HAZATONE, JOHN","24","HAYWARD","HUSD CHILD DEVELOPMENT CTR. - PALMA CEIA","13414055","CA","LICENSED","(510) 293-9822","DAY CARE CENTER","94544","5252025","1998-10-15T00:00:00","HAYWARD UNIFIED SCHOOL DISTRICT","52"
"","ALAMEDA","1117 - 10TH STREET","DEMELLO, NINA","20","OAKLAND","THURGOOD MARSHALL CHILD DEVELOPMENT CENTER","13414173","CA","LICENSED","(510) 836-0543","DAY CARE CENTER","94607","5252025","1999-02-08T00:00:00","SPANISH SPEAKING UNITY COUNCIL","2"
"","ALAMEDA","1117 - 10TH STREET","DEMELLO, NINA","16","OAKLAND","THURGOOD MARSHALL CHILD DEVELOPMENT CENTER","13414174","CA","LICENSED","(510) 836-0543","INFANT CENTER","94607","5252025","1999-02-08T00:00:00","SPANISH SPEAKING UNITY COUNCIL","2"
"2024-08-28T00:00:00","ALAMEDA","7197 AMADOR VALLEY BOULEVARD","CASTAIN, CYNTHIA","22","DUBLIN","MY SPACE TO GROW","13414234","CA","CLOSED","(925) 829-4063","DAY CARE CENTER","94568","5252025","1999-03-04T00:00:00","CASTAIN, CYNTHIA","52"
"2024-02-05T00:00:00","ALAMEDA","7197 AMADOR VALLEY BOULEVARD","CASTAIN, CYNTHIA","8","DUBLIN","MY SPACE TO GROW","13414235","CA","CLOSED","(925) 829-4063","INFANT CENTER","94568","5252025","1999-03-04T00:00:00","CASTAIN, CYNTHIA","52"
"2021-08-04T00:00:00","ALAMEDA","1332 PARKER STREET","MILLER, JENNIFER","20","BERKELEY","GARDEN DAY MONTESSORI SCHOOL","13414308","CA","CLOSED","(510) 649-9110","DAY CARE CENTER","94702","5252025","1999-04-23T00:00:00","MILLER, JENNIFER","2"
"","ALAMEDA","4359 - 39TH AVENUE","PEREZ, VANESSA","44","OAKLAND","CHATHAM SCHOOL","13414363","CA","LICENSED","(510) 531-1534","DAY CARE CENTER","94619","5252025","1999-05-14T00:00:00","VASQUEZ, MAUREEN","2"
"","ALAMEDA","4727 CALAVERAS AVENUE","DIANA TOSTADO","132","FREMONT","KINDERCARE LEARNING CENTER","13414408","CA","LICENSED","(510) 791-2222","DAY CARE CENTER","94538","5252025","1999-04-27T00:00:00","KINDERCARE EDUCATION LLC","52"
"2022-06-06T00:00:00","ALAMEDA","5909 CAMDEN STREET","FEARS, LOIS","42","OAKLAND","SUPPORTING FUTURE GROWTH C.D.C. - VI","13414535","CA","CLOSED","(510) 567-8362","DAY CARE CENTER","94605","5252025","1999-08-23T00:00:00","SUPPORTING FUTURE GROWTH C.D.C., INC.","2"
"2022-06-06T00:00:00","ALAMEDA","5909 CAMDEN STREET","FEARS, LOIS","17","OAKLAND","SUPPORTING FUTURE GROWTH C.D.C. - VI","13414536","CA","CLOSED","(510) 567-8362","INFANT CENTER","94605","5252025","1999-08-23T00:00:00","SUPPORTING FUTURE GROWTH C.D.C., INC.","2"
"","ALAMEDA","38569 CANYON HEIGHTS DRIVE","HADFIELD, ELAINE","115","FREMONT","ADVENTURE TIME - VALLEJO MILL","13414625","CA","LICENSED","(510) 742-6440","SCHOOL AGE DAY CARE CENTER","94536","5252025","1999-11-17T00:00:00","TULLER CORPORATION, THE","52"
"2022-12-05T00:00:00","ALAMEDA","879 GRANT AVENUE","GUTIERREZ, DESIREE","60","SAN LORENZO","ADVENTURE TIME - GRANT","13414626","CA","CLOSED","(510) 658-7412","SCHOOL AGE DAY CARE CENTER","94580","5252025","1999-10-13T00:00:00","TULLER CORP. DBA ADVENTURE TIME-TOM DIBBLE","52"
"2023-09-26T00:00:00","ALAMEDA","2305 WASHINGTON AVENUE","FLORENDO, AURELIA","47","SAN LEANDRO","PRINCIPLED ACADEMY, THE","13414632","CA","CLOSED","(510) 351-6400","DAY CARE CENTER","94577","5252025","1999-10-15T00:00:00","PRINCIPLED ACADEMY, INC., THE","52"
"","ALAMEDA","401 HAMPTON ROAD","MICHELLE RITCHIE","22","PIEDMONT","PIEDMONT PLAY SCHOOL","13414727","CA","LICENSED","(510) 654-4371","DAY CARE CENTER","94611","5252025","2000-01-10T00:00:00","PIEDMONT PLAY SCHOOL","2"
"","ALAMEDA","560 JACKSON AVENUE","CELIA CERVANTES","36","LIVERMORE","CAPE - JACKSON CENTER","13414731","CA","LICENSED","(925) 455-7270","DAY CARE CENTER","94550","5252025","1999-12-06T00:00:00","CAPE, INC.","52"
"","ALAMEDA","2226 ENCINAL AVENUE","MASCORRO, MARISELA","30","ALAMEDA","CHILD UNIQUE MONTESSORI SCHOOL, THE","13414800","CA","LICENSED","(510) 521-9227","DAY CARE CENTER","94501","5252025","2000-01-13T00:00:00","ACKER, SHERLINDA (CINDY)","2"
"","ALAMEDA","1010 EAST 15TH STREET","LY, ROSALYN","18","OAKLAND","OAKLAND HEAD START - FRANKLIN CENTER","13414809","CA","LICENSED","(510) 238-1306","DAY CARE CENTER","94606","5252025","2000-01-24T00:00:00","CITY OF OAKLAND HEAD START","2"
"","ALAMEDA","2717 GARBER STREET","LOW, CELESTE","35","BERKELEY","ST. JOHN'S CHILD CARE CENTER","13414840","CA","LICENSED","(510) 549-9342","DAY CARE CENTER","94705","5252025","2000-04-03T00:00:00","ST. JOHN'S PRESBYTERIAN CHURCH","2"
"","ALAMEDA","28924 RUUS ROAD","CARDADEIRO, HERMINIA","69","HAYWARD","LI'L ANGELS AT RUUS","13414849","CA","LICENSED","(510) 670-9007","DAY CARE CENTER","94544","5252025","2000-03-09T00:00:00","CARDADEIRO, HERMINIA AND ALCINA","52"
"","ALAMEDA","28924 RUUS ROAD","CARDADEIRO, HERMINIA","25","HAYWARD","LI'L ANGELS AT RUUS","13414851","CA","LICENSED","(510) 670-9007","INFANT CENTER","94544","5252025","2000-03-09T00:00:00","CARDADEIRO, HERMINIA AND ALCINA","52"
"","ALAMEDA","1385 SO. LIVERMORE AVENUE","BRITTANI YOUNG","97","LIVERMORE","OUR SAVIOR LUTHERAN EARLY CHILDHOOD DEV. CTR.","13415043","CA","LICENSED","(925) 455-5437","DAY CARE CENTER","94550","5252025","2000-05-04T00:00:00","OUR SAVIOR LUTHERAN CHURCH OF LIVERMORE, CA","52"
"","ALAMEDA","960-A TENTH STREET","SLOCUM AM/SLOCUM PM","75","OAKLAND","OUSD - MARTIN LUTHER KING JR PRESCHOOL","13415181","CA","LICENSED","(510) 874-7759","DAY CARE CENTER","94607","5252025","2000-05-18T00:00:00","OAKLAND UNIFIED SCHOOL DISTRICT","2"
"","ALAMEDA","46280 BRIAR PLACE","MOON CHIA","61","FREMONT","KIDDO LAND LEARNING CENTER","13415189","CA","LICENSED","(510) 490-7311","DAY CARE CENTER","94539","5252025","2000-07-05T00:00:00","CHENSTAR CORPORATION","52"
"2021-10-13T00:00:00","ALAMEDA","1135 BLUEBELL DRIVE","BAKER, SARAH","45","LIVERMORE","CELEBRATION KIDS MINISTRY","13415193","CA","ON PROBATION","(925) 245-1252","DAY CARE CENTER","94550","5252025","2024-02-23T00:00:00","CELEBRATION CHRISTIAN CENTER","52"
"2021-10-13T00:00:00","ALAMEDA","1135 BLUEBELL DRIVE","BAKER, SARAH","60","LIVERMORE","CELEBRATION KIDS MINISTRY","13415194","CA","ON PROBATION","(925) 245-1252","SCHOOL AGE DAY CARE CENTER","94550","5252025","2024-02-23T00:00:00","CELEBRATION CHRISTIAN CENTER","52"
"","ALAMEDA","600 G STREET","GARCIA, CATALINA","48","UNION CITY","KIDANGO-DECOTO","13415231","CA","LICENSED","(510) 675-7101","DAY CARE CENTER","94587","5252025","2000-08-25T00:00:00","KIDANGO, INC.","52"
"","ALAMEDA","951 DOWLING BOULEVARD","MURILLO, TRISH","60","SAN LEANDRO","DAVIS STREET COMMUNITY CENTER","13415253","CA","LICENSED","(510) 777-9317","SCHOOL AGE DAY CARE CENTER","94577","5252025","2001-03-01T00:00:00","DAVIS STREET COMMUNITY CENTER, INC., THE","52"
"","ALAMEDA","3183 MECARTNEY ROAD","VACCARO, KRISTYN","30","ALAMEDA","SEEDLING CHILD MONTESSORI SCHOOL","13415259","CA","LICENSED","(510) 521-5846","DAY CARE CENTER","94502","5252025","2000-08-25T00:00:00","BRAGA-HANOVER, STACEY","2"
"","ALAMEDA","39201 SUNDALE DRIVE","FARIDA MUJEEB","30","FREMONT","BAY AREA CHILD CARE - BRIER/GLANKER","13415261","CA","LICENSED","(510) 657-8392","SCHOOL AGE DAY CARE CENTER","94538","5252025","2000-08-29T00:00:00","BAY AREA CHILD CARE","52"
"","ALAMEDA","246 - 14TH STREET","WONG, JOHN","77","OAKLAND","STARLITE CHILD DEVELOPMENT CENTER II","13415276","CA","LICENSED","(510) 238-8809","DAY CARE CENTER","94612","5252025","2000-09-11T00:00:00","WONG, MARGARIDA AND JOHN","2"
